date,sales,yhat,yhat_lower,yhat_upper
2014-01-15,567067.469069,433319.0503644034,306206.9981771862,560426.0086045417
2014-01-16,502789.214207,340531.91124308755,204668.34000613115,474641.4237409708
2014-01-17,542937.915657,412279.28810380615,286134.10761182354,540192.065341235
2014-01-18,786779.8899055,596403.7587384979,464667.4740779882,725042.245882428
2014-01-19,851735.334091,653547.62336309,527194.6239415052,772635.0939347576
2014-01-20,575850.061871,437589.09897403466,313420.85788496706,558746.8407348099
2014-01-21,538817.207912,391391.1163406909,263583.6731863087,515093.1485039061
2014-01-22,553097.596874,416058.8476757748,289244.98836327594,546963.0450181444
2014-01-23,460789.0398597,328947.35409007187,215804.88872422505,458861.6091288254
2014-01-24,526124.572256,405692.8372545812,280667.8056418227,527947.4225217706
2014-01-25,733880.979053,594062.5833856715,472049.81304828695,718094.6333011248
2014-01-26,814057.732862,654647.1942472626,531372.5585427606,777122.3415991507
2014-01-27,540798.833711,441297.4482184738,316371.57639184874,556588.784582261
2014-01-28,481593.435798,396873.11399325536,271460.62853133737,523409.10279377305
2014-01-29,512853.989922,422499.854155562,300275.1307586812,544280.5926651509
2014-01-30,453642.9707033,335575.6338583819,208899.6814853142,449894.5450879238
2014-01-31,560816.192394,411800.16117975634,292651.8879530623,535961.3755943311
2014-02-01,648870.19898,599022.5041548744,479474.09892449743,723196.893852172
2014-02-02,619805.537102,657930.5491467493,529528.5795665054,777891.1150784912
2014-02-03,461637.5229585,442484.7246328698,309556.4183594413,575623.7127539522
2014-02-04,403189.5869763,395663.40275123547,269230.4672039579,522523.2744970192
2014-02-05,399138.3059075,418716.2118985956,284632.1865183148,548626.348854464
2014-02-06,359139.101529,329166.7752500829,207317.1575717944,457997.9945449638
2014-02-07,389471.568011,402838.5022736216,271578.9109521303,531582.5249762156
2014-02-08,530128.059914,587698.6768934896,463567.6902467784,716109.9779466585
2014-02-09,520753.7470746,644544.6010972692,524558.3002620094,772262.271688808
2014-02-10,396622.737011,427434.30519408593,313875.7092629616,551391.4507236968
2014-02-11,358382.7339877,379429.3148920317,257815.2765206988,504502.5001085689
2014-02-12,387758.393971,401845.77501651365,273828.0348396456,527034.2155321569
2014-02-13,347373.2985675,312255.4982727957,189874.3105552428,441144.4900031406
2014-02-14,361206.4069057,386510.605368292,258365.8320818466,518897.1992895574
2014-02-15,538893.357859,572587.0242006616,449001.6702922708,695136.0417421176
2014-02-16,595300.23508,631270.6152688551,500418.6117754997,757389.8165917693
2014-02-17,412029.2879535,416588.4271807639,292358.8205088488,539780.0675828379
2014-02-18,365331.247942,371552.54973805073,238698.75702338215,487610.0493905928
2014-02-19,360161.6390075,397412.8272236006,266732.344297339,524679.8650891987
2014-02-20,322451.9201135,311659.9497594708,184592.6599066018,436255.3649287667
2014-02-21,369403.653633,390052.52673700056,253383.089401535,515403.9157112772
2014-02-22,538206.082827,580463.3377736841,461380.3381275861,717217.0613030721
2014-02-23,487896.463891,643568.4482891471,510880.17346906674,766998.7155226592
2014-02-24,404224.188997,433281.6079729023,317959.45215115126,558122.466187395
2014-02-25,351418.110084,392501.3109308341,268133.7109184661,520823.1415708142
2014-02-26,353604.266985,422366.6908069334,295670.70744255953,551061.8849355761
2014-02-27,330330.185244,340263.6812815337,208986.1055963515,468439.8410657396
2014-02-28,425624.795466,421854.96269277367,281475.9762173963,547394.6025346876
2014-03-01,911360.2578707,614928.8134771445,480101.81742561504,734283.8993906447
2014-03-02,667413.052988,680090.4852532665,550129.9005647178,813481.535344879
2014-03-03,613973.031386,471198.4618532268,350884.36887496605,600587.2512694384
2014-03-04,748930.902096,431112.9348535087,307188.37521227694,555244.9748792931
2014-03-05,741756.416525,460952.6355709969,327480.7294440666,589271.2339600853
2014-03-06,614082.444339,378101.434177862,252423.6794299194,515463.7740683775
2014-03-07,598242.341178,458238.2209754432,316912.7463107821,587610.7777714161
2014-03-08,753345.259201,649185.1967372319,532741.1353732,783744.6289299408
2014-03-09,916117.649984,711598.2127310737,584581.3971565033,843326.3320846279
2014-03-10,587414.828974,499401.5545582248,374941.0376153429,619268.4432090889
2014-03-11,539365.375063,455534.5520064175,325031.39303440735,585123.5693156137
2014-03-12,575676.797032,481206.20426234166,354821.8199545579,609835.4371001695
2014-03-13,473298.042544,393899.3029264833,265862.3993862228,519573.2559482992
2014-03-14,530515.2554715,469397.63577871793,341016.10054667835,588529.1931375945
2014-03-15,731049.789851,655631.474777498,526957.5522806938,786225.5684114154
2014-03-16,929808.492772,713365.0671011404,587996.4904702986,834054.8649608039
2014-03-17,612719.522118,496628.602367597,369966.4523042192,635740.8825340462
2014-03-18,537427.86875,448462.1110096328,309999.2906671122,565677.1740759121
2014-03-19,585974.657018,470167.5622053262,346736.5838492062,590422.5824630145
2014-03-20,500897.112641,379310.7028674008,254907.86327833237,500710.740860252
2014-03-21,548811.469984,451746.2822982042,326003.0848823878,576123.3910734432
2014-03-22,771704.933772,635461.9141723581,511218.4423484133,757074.4847310182
2014-03-23,838814.636064,691264.3329721,562498.4194058245,811946.5199631151
2014-03-24,571762.044919,473210.54492664535,346915.72015761404,601968.1320087451
2014-03-25,539861.6183493,424351.34332284913,300035.8850680341,545953.505416845
2014-03-26,569680.543547,445983.4592934978,317872.6058431603,585465.9318273074
2014-03-27,468581.398304,355651.8802013239,226243.91886104245,481783.2441341128
2014-03-28,538905.781947,429175.9592328493,296821.5389378544,554855.0098257805
2014-03-29,822333.142686,614494.5360414293,491306.3319169921,739139.1992503928
2014-03-30,873958.8396415,672353.7840115766,538863.8422091104,790565.3523495772
2014-03-31,651800.509461,456740.2342178228,333840.2121012812,589730.9607411427
2014-04-01,485079.887001,410626.38912076375,291921.3650556091,538237.6614439081
2014-04-02,463917.316107,435225.1351398852,316743.8852388086,565477.6230543081
2014-04-03,388867.961418,347994.4209414866,219486.2761149539,470922.4013713579
2014-04-04,422578.745073,424665.75837482087,303583.1760949861,551837.3155944535
2014-04-05,617680.194045,613091.6996930218,480525.1015213999,740432.895326499
2014-04-06,631888.250898,673935.9427750572,553078.5563377487,802348.5046284663
2014-04-07,426091.1040178,461108.454654376,331971.77244950144,582072.300885481
2014-04-08,376663.272105,417512.9723283885,279375.64255319047,544373.2737064217
2014-04-09,375309.082012,444303.0430193305,313854.8909099706,577144.4014146997
2014-04-10,334052.7571255,358888.03205344186,233333.9433769705,488193.7433017302
2014-04-11,379646.845927,436962.6258117503,310102.76124796574,560108.903360576
2014-04-12,529919.922964,626354.9637740677,490481.0737871343,753323.2130776796
2014-04-13,540190.281942,687717.041935872,565986.6056124234,813979.4447300467
2014-04-14,381386.309033,474959.7787175349,341626.4062495315,601406.4489851957
2014-04-15,364689.054991,431000.1131390839,298855.00803442905,554784.756815884
2014-04-16,411357.084985,457016.3176845696,318458.52164381463,585388.1184604402
2014-04-17,397464.842904,370452.9829530026,246529.1561487797,492314.1064339447
2014-04-18,394392.184115,447049.23810635903,320316.0685734143,561801.0072838481
2014-04-19,496904.749136,634685.3841117523,507092.54328975215,760800.796825959
2014-04-20,520126.3980386,694071.6300646686,569330.5221979115,821006.239320871
2014-04-21,398677.396998,479181.37523750507,358399.1717044565,610251.7135974362
2014-04-22,370552.249018,432996.4601123664,302148.86799730064,560689.7407927242
2014-04-23,372232.595049,456760.6226710453,342284.7772509442,588440.8992865313
2014-04-24,320875.477858,367982.6696814672,244382.22995148736,492383.9438568336
2014-04-25,357173.708433,442462.976930088,318348.70980728645,568913.1278207164
2014-04-26,497334.735036,628138.5412521705,506446.4352310757,749755.1220076273
2014-04-27,560508.420995,685770.31518998,557168.3341485454,811787.5084921996
2014-04-28,362271.9169815,469375.3010895015,339998.5102145859,596430.9857275394
2014-04-29,326338.348031,421970.85489184805,301586.038787079,551326.9532127812
2014-04-30,357079.964912,444827.455069611,312378.9866226075,565047.0563183791
2014-05-01,530380.848064,355471.4574895083,239493.2499911479,478493.33593463176
2014-05-02,443284.891212,429711.4529485734,300093.99722763686,549672.5520211254
2014-05-03,610391.748971,615483.4449468495,486415.9474786077,733181.9298016452
2014-05-04,646164.863883,673538.5653523525,545231.8269534847,802319.3686112625
2014-05-05,427601.704071,457875.7849292949,342739.5548931192,579462.506148922
2014-05-06,388945.890086,411487.0422514919,277093.27837996685,532797.1399026087
2014-05-07,391932.183945,435611.0148319501,320370.1758559565,561174.1970073493
2014-05-08,337483.713217,347737.01725603646,222907.86862284224,474305.3361831372
2014-05-09,381335.196055,423632.6040898181,282366.60676670994,550444.7365382806
2014-05-10,577012.026997,611190.0544122896,482788.54221288994,724282.1055024028
2014-05-11,454512.928937,671115.4146498699,543008.5088876353,799562.5798693716
2014-05-12,398251.889006,457362.5161132264,325641.28839896683,580989.345724408
2014-05-13,360734.522978,412879.3528287378,289473.9599995948,540148.0748391611
2014-05-14,356373.806985,438863.0083046109,315931.25768619514,560776.3857457736
2014-05-15,332272.8296378,352764.58515447413,224003.2985784929,476712.2654089759
2014-05-16,380822.742652,430317.68945855,298069.54312943044,560720.653250564
2014-05-17,537873.964019,619385.6264579168,493256.7802520704,747797.2824557842
2014-05-18,634519.7368283,680650.970115565,547991.7942606637,816744.3123240863
2014-05-19,388814.744958,468049.9151482722,339454.764572466,588615.9223613917
2014-05-20,354372.33997,424518.7957185601,290214.9064707483,553664.8907235754
2014-05-21,356898.483031,451248.96426766296,325749.28288904275,582427.5290205879
2014-05-22,310660.142642,365691.4951031357,237314.1279028806,494142.6571122269
2014-05-23,349549.892726,443585.2806664202,321376.50584485213,568074.6867646738
2014-05-24,516627.261707,632803.6977290754,505223.06026822585,761479.9874696791
2014-05-25,573412.21016,694043.5305289171,565150.0510574848,823458.8886896609
2014-05-26,373831.086112,481258.586761066,350462.28112657147,607678.7264860336
2014-05-27,327642.143098,437405.4198210514,308025.9828777369,561352.4941177826
2014-05-28,338481.784057,463697.3807618221,331882.2847316524,585547.8933059521
2014-05-29,326624.5773325,377608.494377694,250558.47199566933,494393.8979123776
2014-05-30,375782.6398709,454900.7558679307,325623.84648195654,574815.76514623
2014-05-31,597192.467989,643470.0517127817,510548.5003473242,778795.3787868905
2014-06-01,742732.830236,704034.4151007648,575043.8595574081,827708.3709330063
2014-06-02,512725.7729758,490567.0714502371,360218.3869817931,620182.1628753451
2014-06-03,443636.187975,446041.7026754413,322388.7211993821,582219.1309787871
2014-06-04,423284.494993,471686.1642249724,352434.1877602346,601673.2070659241
2014-06-05,359474.513823,384986.15486083104,266870.8276178946,504955.2877201873
2014-06-06,391266.125449,461712.43616204784,338059.3921772927,593376.483334552
2014-06-07,557142.461024,649766.8009895731,522953.860696385,775423.4017374092
2014-06-08,626026.956957,709870.4922161582,582831.1539143078,836677.7985674564
2014-06-09,415798.946041,495997.5140493991,372985.10299853823,625866.0199594393
2014-06-10,351689.4229725,451120.24777241936,329189.37069463974,584558.1984411374
2014-06-11,373828.16418,476463.5862437589,343177.81456021173,595105.9481696314
2014-06-12,329408.06736,389509.0653101889,267697.50368880574,517011.5199304229
2014-06-13,392308.374573,466022.5661386828,339208.9572387753,591843.4051945696
2014-06-14,622072.988944,653900.7643720855,530980.8970769392,786886.5141033988
2014-06-15,441279.9339945,713860.004703362,590271.1277244227,845792.4327947458
2014-06-16,447450.23987,499870.0219336284,378736.65271695534,627293.5225022065
2014-06-17,380396.036044,454899.9013793406,331975.2003753988,587686.5071077185
2014-06-18,373408.6641423,480172.4769998036,353121.6743971289,611060.6894015922
2014-06-19,332280.93509600003,393168.6330749094,260707.25464852908,531902.9461319331
2014-06-20,369206.789547,469655.07518650655,341080.2387136514,593581.1794304476
2014-06-21,538613.855166,657530.7426027259,538642.1214943923,786123.7883620402
2014-06-22,591184.1240535,717515.5414165251,596015.4300302613,843886.632648886
2014-06-23,414929.6359765,503583.8248511718,366360.45884812815,622775.502941444
2014-06-24,340464.7450455,458710.02333197166,333757.6363477484,582341.6828696126
2014-06-25,355342.398017,484122.6364838862,364725.0449891719,606069.1212877356
2014-06-26,315798.180924,397308.07015927805,273096.2216530698,520420.2351050411
2014-06-27,370793.573429,474037.9049116083,344626.4200885993,588090.6458539634
2014-06-28,510870.81398,662214.7897067455,532097.5819931905,801281.771390871
2014-06-29,567218.8850125,722560.6648070315,599938.499450843,849546.7674805189
2014-06-30,429324.0552005,509049.7641279714,390585.59942782175,643346.8481426346
2014-07-01,720480.616788,464653.8235456869,340894.4374973938,587358.9588503025
2014-07-02,747430.1471275,490595.72973359865,361442.935146111,617673.4227792675
2014-07-03,583844.7207922,404353.1128548325,275289.8382259128,530425.0287749665
2014-07-04,595424.31324,481685.4861881035,358470.7429263576,614965.3854068156
2014-07-05,817307.1101677,670480.1404811713,544403.2567981133,795552.0290612808
2014-07-06,918276.596259,731440.5050072222,608279.8440746176,858554.5936898508
2014-07-07,638526.428909,518519.4299384526,392976.2468394676,646533.7511591503
2014-07-08,557291.4975265,474664.8151845182,336007.4648077762,589506.7223779428
2014-07-09,574451.409963,501073.8137437095,375542.1414264829,628094.8461388545
2014-07-10,498047.54898,415197.1010958013,290873.7776751108,541855.7761501457
2014-07-11,535644.182793,492766.79695449816,363397.1312407919,611563.8766970834
2014-07-12,756698.7523004999,681643.2258292407,549042.0680067902,812766.6660484681
2014-07-13,733653.779849,742504.2030575126,621727.1627526162,866147.3407736669
2014-07-14,584867.15114,529279.2723582877,401236.1315155749,660323.9329415977
2014-07-15,562860.0268329,484896.2891544051,361660.5152391114,603119.7741317442
2014-07-16,621336.4939885,510536.54536701774,382210.26464877895,640654.7366793681
2014-07-17,498221.7050971,423639.89457149024,297883.29232609784,537478.5071630763
2014-07-18,547619.0590519,499933.4318802424,378588.939625552,620766.4761636576
2014-07-19,728988.226204,687278.8848928451,562561.3888628082,814687.8561577068
2014-07-20,776474.1180457,746362.3751271513,631719.9237895395,866264.9829061326
2014-07-21,600228.430008,531128.9526092465,407515.7627215397,650040.6674856604
2014-07-22,530276.040011,484529.27923112345,358473.6856171776,611929.4940639725
2014-07-23,574168.635995,507774.6434661765,384629.8868495167,627115.2607090008
2014-07-24,484618.8170115,418341.7583228637,291647.6804291174,534464.1336203422
2014-07-25,579767.285128,492000.8964148938,362567.131980148,617468.1793327049
2014-07-26,688919.5500267,676662.5247614289,555096.0225837943,798684.7829416883
2014-07-27,747307.86662,733066.1117636242,608946.5739544776,866283.961785709
2014-07-28,583936.68549,515213.5286318779,382766.0704782982,632912.7955701835
2014-07-29,524743.3250017,466114.4466148831,336960.53974615206,582819.057649595
2014-07-30,578056.965281,487039.9439180325,361151.4776454497,608058.3397811222
2014-07-31,532423.558194,395525.81018994673,264688.7321345316,518626.5431312783
2014-08-01,506826.7949305,467399.14226111496,344983.9091509401,590134.1742539475
2014-08-02,626533.637869,650623.4361731155,527072.7861002566,772569.1031960503
2014-08-03,625898.205888,705985.8918393978,573329.9761925105,830256.6975692011
2014-08-04,471173.304022,487529.3966438007,357523.8858234235,619269.1457308942
2014-08-05,417197.476176,438296.6322040255,313878.8609665923,561422.8674631965
2014-08-06,402914.370941,459582.5585673229,332275.03365421115,593646.7957748589
2014-08-07,359701.532989,368936.800367403,246666.00296786567,489417.8920497877
2014-08-08,397759.9389829,442189.5603173281,313273.4482717216,579380.3907713207
2014-08-09,496192.787084,627296.2908010217,491384.6183758777,753798.8993510823
2014-08-10,509681.7650025,685024.8587250209,558658.2842383643,808245.5208191426
2014-08-11,409544.575013,469387.6811584423,335240.352909264,591354.4240020479
2014-08-12,353898.211991,423386.2791312484,297498.5778371032,545501.0671877692
2014-08-13,372116.544964,448264.49861349945,318466.6700810373,566724.284674155
2014-08-14,340740.8170565,361511.9096111451,224953.72071488487,477887.8137676135
2014-08-15,402631.8400593,438890.9869866102,311014.41678666626,555733.3161786742
2014-08-16,533996.15517,628283.2743477072,492616.7526488468,755902.137120301
2014-08-17,564443.173007,690378.2297717895,555865.4074016233,814785.1028770504
2014-08-18,433042.298907,479052.4491816072,365836.206480945,618879.4661372724
2014-08-19,379329.9530773,437280.36390315526,311538.723159853,559590.1516246595
2014-08-20,398126.790988,466225.21751661936,337120.91145451623,602496.357625203
2014-08-21,355108.8749955,383299.1727646896,262139.46642141748,510660.8705319258
2014-08-22,388359.8983235,464192.40180357953,339263.2158468017,589413.9061715738
2014-08-23,499678.208204,656721.0474329294,531619.9104077907,780128.599478715
2014-08-24,528990.5611087,721517.7034803686,601567.8107273158,842340.999614213
2014-08-25,412250.075007,512466.8027305821,385089.6493256268,624465.862477056
2014-08-26,355053.9079745,472452.2710259829,344943.8228305971,599499.5005646315
2014-08-27,366321.498077,502613.61076354433,375907.15195088246,628806.4817662843
2014-08-28,327912.427,420351.84437248926,294363.23402781057,546011.0764376993
2014-08-29,403288.917062,501358.8488823678,374096.6449142231,627141.2828534712
2014-08-30,586373.694132,693465.2204418395,555980.3780230609,819941.2156337406
2014-08-31,660088.183052,757330.3170581174,626296.1118368725,876885.2912092856
2014-09-01,812526.219024,546876.8777127434,410153.5496112229,670789.2688006391
2014-09-02,717351.552768,505037.5957707681,363854.1138186188,630180.1877485677
2014-09-03,726683.8617375,533009.8382390348,403381.480257389,666036.1380076172
2014-09-04,551340.0774347,448259.9781289842,318973.561544109,581093.8623140481
2014-09-05,603043.241921,526550.915063804,404665.2262794438,652908.8832091503
2014-09-06,870139.4459765,715787.9731798997,591017.8927591072,839614.0481090336
2014-09-07,997964.077948,776706.8795270744,645505.6389055183,910167.6827185838
2014-09-08,648651.744928,563306.2793126049,445382.96659070806,690179.66910967
2014-09-09,562420.568002,518592.22559776943,392837.34165190335,636140.6749281941
2014-09-10,612987.4722337,543830.894568251,418662.7584431481,672889.6159959493
2014-09-11,483462.953022,456551.05127738393,325508.4662532042,584750.6570914905
2014-09-12,564382.847851,532569.8950446408,403857.5633145839,658665.5741670099
2014-09-13,795802.238124,719837.5223977971,601645.9851887156,847073.2149033396
2014-09-14,896501.5622945,779123.7529226025,653260.1613251894,908844.5549408126
2014-09-15,630710.5728885,564449.808544674,409976.10437488894,688824.1370331343
2014-09-16,608239.973016,518832.3089972352,388404.96069310233,647312.559866808
2014-09-17,617472.3442115,543535.8498962802,418460.8646407268,679591.4135921601
2014-09-18,479500.843061,456075.6932207414,337273.9072197331,585331.6347540673
2014-09-19,550213.093909,532244.1936794345,407976.6331581823,655493.1536450754
2014-09-20,808490.763077,719956.1826108242,595581.0285731229,852674.9370103565
2014-09-21,901420.451004,779937.028393498,648806.0813721718,904327.7944259092
2014-09-22,589120.293928,566155.8280450264,431300.9634413762,690222.1976039391
2014-09-23,559954.304399,521571.148464276,392883.03557460784,643907.3891350899
2014-09-24,598183.114508,547385.5321782733,424275.64023034176,673632.5708287065
2014-09-25,466867.377076,461050.24006941065,336020.5325419963,600622.569596211
2014-09-26,515474.223943,538293.7931253667,409711.1181760273,669511.5843499571
2014-09-27,781202.367982,726969.4710585464,592289.3138267704,846042.1987041091
2014-09-28,886531.789814,787745.4225178461,660075.7367016741,911644.2200364092
2014-09-29,586682.822002,574539.7787533639,451352.63874901074,697272.7807033702
2014-09-30,599093.9157257,530268.1296687413,404646.43415201287,656161.5026908983
2014-10-01,784500.253914,556099.5227369484,427580.8560185324,684520.3352584575
2014-10-02,634306.519052,469462.4096464119,340482.35448404955,600090.4664594712
2014-10-03,675639.295098,546074.0633712648,415163.8005803264,664282.8452504458
2014-10-04,931317.51302,733788.5937005836,609561.491658669,864790.9121663225
2014-10-05,985466.962071,793287.1966303722,661761.4520207004,917790.6326538489
2014-10-06,641480.757266,578513.0213670937,451785.0955146233,708036.539595954
2014-10-07,586410.2709706,532418.0173045,415886.0313269602,663768.2539515255
2014-10-08,620201.323059,556217.9364807227,431978.8768503982,677440.3194063425
2014-10-09,510519.923104,467396.9426392637,344541.5440371492,600823.5726052424
2014-10-10,702470.317955,541735.3864831473,414683.1765409813,663003.5397771273
2014-10-11,748309.153739,726789.1672784246,586038.777795636,850008.7033584218
2014-10-12,843971.132714,783678.1429869013,656955.0561099125,904249.8605139442
2014-10-13,611726.926015,566418.4905574303,446904.80279554427,698460.7162395314
2014-10-14,550589.573294,518033.9893169016,399083.8105125378,641593.7277475544
2014-10-15,624797.469491,539808.7009695021,410852.6259089715,666166.7987447967
2014-10-16,538252.607117,449289.322747885,325042.3165105761,575788.7636269078
2014-10-17,558538.135999,522310.8433380948,395599.172033021,646050.9705578247
2014-10-18,820840.970792,706840.7430861905,578749.2422118416,831554.6619519853
2014-10-19,935410.595877,763665.4906230101,635426.0719689515,890179.7303967156
2014-10-20,624629.990941,546821.8361975803,423810.1615981232,680408.4199694344
2014-10-21,542207.165266,499340.3769845367,371710.59487831016,629077.6239004851
2014-10-22,584926.355993,522497.6756772687,405098.57475440326,651867.6599614524
2014-10-23,492233.2322,433818.4790317389,310425.6338980448,557017.0853785052
2014-10-24,528403.680064,509101.6781495151,380640.0040534787,639531.3138362919
2014-10-25,758926.230707,696265.2513444073,566053.9505528932,822682.5288500055
2014-10-26,892128.498949,756033.9280321746,624736.4006277773,873203.5386846681
2014-10-27,572806.6319285,542372.0474290367,411633.7447233637,678032.9412555404
2014-10-28,512678.811505,498229.0485798172,366776.893620087,615552.3523337285
2014-10-29,560819.6780005,524793.8230040993,400626.4689608439,658196.4352043261
2014-10-30,459715.26616,439499.41659251065,320639.66270580573,567894.6948789394
2014-10-31,561876.0719155,518051.6541107711,400167.9603725539,649626.4832414903
2014-11-01,873539.2478855,708276.852170377,584561.0146077375,830618.4145889567
2014-11-02,709851.4922288,770812.2796533762,642173.75422785,891607.4485614891
2014-11-03,973192.041735,559541.7576787788,425494.26176784426,684314.1044764312
2014-11-04,702751.953595,517343.7540234168,395993.8294292745,639594.7077663963
2014-11-05,718799.9390395,545348.1241201246,424218.24034319737,673082.463330827
2014-11-06,566118.381055,460942.9108582868,335607.24051219673,578709.990481348
2014-11-07,585330.25773,539804.7091240375,419426.5381170629,669548.3151839875
2014-11-08,816064.644983,729747.7025295075,599747.2532783627,860189.6834545835
2014-11-09,941478.422301,791414.9837648494,667189.1036701476,919064.8827382674
2014-11-10,593376.793073,578714.515458246,454613.52697158366,699290.7548100675
2014-11-11,552505.750307,534567.0648523396,414440.6995979556,655880.8428416392
2014-11-12,588093.484021,560162.2571959657,423556.08092340606,677887.6434771154
2014-11-13,468057.386823,472964.16771418473,350362.34749680577,595771.717318541
2014-11-14,553007.970965,548739.9805732969,421463.0992546189,676453.093696137
2014-11-15,786124.201177,735406.8592516808,616169.917630169,865645.3599315961
2014-11-16,956619.401927,793720.690338954,675066.3289212888,919740.8108152072
2014-11-17,620876.340058,577709.1207092521,441586.1948512757,702981.5347279113
2014-11-18,553367.204141,530416.2952787686,404666.7389062017,655959.0491832338
2014-11-19,580234.0113007,553155.5231470376,427569.29669172433,686264.0242429691
2014-11-20,511855.7610447,463511.3816745967,331068.9508562262,595707.8431915886
2014-11-21,567978.732759,537364.8810180897,405151.4113827983,666223.6505391354
2014-11-22,763720.148593,722736.9294974344,606335.7350795502,851713.0723182299
2014-11-23,907432.656994,780473.8570383125,647646.6834230218,914267.7236384742
2014-11-24,610847.95702,564677.5084320244,433246.4969878724,694941.6658974263
2014-11-25,541225.608011,518447.3994677903,397551.4875716388,645581.2692557822
2014-11-26,579125.306002,543131.2411498083,416101.3432477036,664332.247458681
2014-11-27,475823.897052,456325.4083056523,329056.97534304974,582424.932426369
2014-11-28,559619.825094,533899.0292479467,402850.5233951237,650965.7165762319
2014-11-29,850925.105136,723836.9767182361,598593.2202344692,856152.8319302107
2014-11-30,1023691.281592,786925.5416761667,660076.9282376965,917463.2760049462
2014-12-01,817413.561974,577183.3095766817,452981.8422217617,693908.7990506932
2014-12-02,735319.1840285,537604.7232905898,409476.4507444984,673647.3066073604
2014-12-03,715127.614539,569412.6121580027,438735.6295831961,698901.5473637873
2014-12-04,578961.517004,490061.2214172791,368182.3754925576,611839.2456851212
2014-12-05,635445.153317,575263.361680512,453911.3050615423,699906.1998269896
2014-12-06,829386.70612,772836.8865826408,646810.6667061452,897309.88622979
2014-12-07,1013889.8074,843394.1973411513,720064.8082256316,975311.1211668288
2014-12-08,790283.289992,640777.1997984914,509666.1348909504,765131.2208687497
2014-12-09,665123.962957,607805.0967393965,480075.4352109231,730349.6874859168
2014-12-10,732121.033873,645531.1884600502,514625.1469445251,766358.7681375567
2014-12-11,580542.178879,571250.1070672408,448045.842244539,686040.280840748
2014-12-12,642760.387245,660528.9955284719,535985.6193016435,787620.0558377146
2014-12-13,854830.905829,861057.7355176009,729437.2378642225,991612.3342916
2014-12-14,999106.1325775,933341.8234366128,811216.044291595,1062602.44237932
2014-12-15,790182.945791,731140.2308608121,597188.2329171038,856841.6487004412
2014-12-16,799067.056179,697215.5537514691,570336.1414612521,826910.5912592086
2014-12-17,779966.499188,732592.5585195619,604308.4053903264,865703.0675258923
2014-12-18,731938.479893,654566.500803087,527739.442975878,783205.6760688067
2014-12-19,757349.3758179,738734.6950315555,618154.1396093096,870111.3260923431
2014-12-20,935555.52434,932846.423526331,796638.7796876638,1059428.582233669
2014-12-21,1056605.2012285,997494.7873427653,864906.680183574,1121101.2113243155
2014-12-22,1008143.3460193,786552.856094979,655194.3532494261,911400.9963636803
2014-12-23,1064977.9730725,742921.4597649608,620703.9357700393,866836.7955701257
2014-12-24,965982.871715,767784.7860005477,643465.8031063079,894254.5498311359
2014-12-26,872098.456795,751201.0560433787,623424.3294107738,886370.7590375462
2014-12-27,740596.158932,933492.0651738844,806217.9512084316,1056426.946252679
2014-12-28,716329.635071,986286.95912383,857911.6431015305,1118223.479416931
2014-12-29,773998.401175,763664.885316227,632205.8537971155,886847.6783489833
2014-12-30,912970.533204,708728.6100589943,585214.3960849611,837587.9921015938
2014-12-31,844380.469674,722855.6012961966,595496.2072736186,848101.5408306639
2015-01-01,12773.61698,,,
2015-01-02,657763.391981,687209.2015557265,560764.0577899356,812145.2626867836
2015-01-03,648880.686926,861480.1717341617,723388.6226082604,983901.8319962766
2015-01-04,730923.776022,907429.5543516524,778137.3337624506,1027822.4663839516
2015-01-05,569267.29796,679229.8495834083,558243.0941373032,807448.9618351244
2015-01-06,477886.741053,620049.3369324767,495637.985128157,741148.2557876735
2015-01-07,494160.850117,631302.0106766761,502378.8726590685,756331.6876748013
2015-01-08,417482.689131,530647.6900370509,417190.0322859687,653776.023554565
2015-01-09,439381.226073,594015.9793998408,469859.4746711488,723374.5068282117
2015-01-10,569956.90801,769449.34932276,641787.6448397128,895169.3137060339
2015-01-11,694860.9511,817789.102613792,698064.6692455675,944507.2478808924
2015-01-12,442845.544014,593106.7207823935,461646.51196716353,722874.9957796178
2015-01-13,393799.993059,538448.0443870375,407261.7708510221,665272.7029070023
2015-01-14,400923.97107,555086.5310472042,433061.0878305257,676093.9676899549
2015-01-15,371146.144942,460527.085707554,332413.7199685323,588559.326759894
2015-01-16,423599.9357975,530534.0401858537,398591.51005271694,661553.756661
2015-01-17,621865.434007,712978.447434369,593600.3947698676,838718.3887147127
2015-01-18,678277.030991,768528.345362589,645737.7265039895,892438.5271251093
2015-01-19,448217.896919,551084.3747905344,429712.84867879393,673893.8296201763
2015-01-20,405308.77722,503528.096036211,380424.5523761493,630139.6581557416
2015-01-21,413202.592067,526979.1433717344,399583.2916264432,646676.622880891
2015-01-22,364862.5390355,438802.6147079696,321670.44048331294,559983.3516975107
2015-01-23,416937.181925,514640.1860491367,396327.6538555831,638176.2297309564
2015-01-24,588849.871003,702260.040705887,584555.81167951,829999.5305253667
2015-01-25,631623.951015,762249.2065563427,634733.0306488583,889202.6571944339
2015-01-26,410009.617966,548450.6398361003,415540.52059892064,679440.8602824691
2015-01-27,360009.850046,503712.3703556537,375178.8275679626,635024.5420152238
2015-01-28,376935.916035,529144.834972588,406546.17053473234,655486.6595476826
2015-01-29,343062.160973,442250.1795562216,307461.56940582505,575884.1584322015
