date,yhat,yhat_lower,yhat_upper
2014-04-02,435225.1351398852,316743.8852388086,565477.6230543081
2014-04-03,347994.4209414866,219486.2761149539,470922.4013713579
2014-04-04,424665.75837482087,303583.17609498615,551837.3155944535
2014-04-05,613091.6996930218,480525.10152139986,740432.895326499
2014-04-06,673935.9427750572,553078.5563377487,802348.5046284663
2014-04-07,461108.45465437596,331971.77244950144,582072.300885481
2014-04-08,417512.9723283885,279375.64255319047,544373.2737064217
2014-04-09,444303.0430193305,313854.8909099706,577144.4014146997
2014-04-10,358888.03205344186,233333.94337697054,488193.7433017302
2014-04-11,436962.6258117503,310102.76124796574,560108.903360576
2014-04-12,626354.9637740677,490481.0737871343,753323.2130776796
2014-04-13,687717.041935872,565986.6056124234,813979.4447300467
2014-04-14,474959.77871753485,341626.4062495315,601406.4489851957
2014-04-15,431000.1131390839,298855.00803442905,554784.756815884
2014-04-16,457016.3176845696,318458.52164381463,585388.1184604402
2014-04-17,370452.9829530026,246529.1561487797,492314.10643394466
2014-04-18,447049.23810635903,320316.0685734143,561801.0072838481
2014-04-19,634685.3841117523,507092.54328975215,760800.796825959
2014-04-20,694071.6300646686,569330.5221979115,821006.239320871
2014-04-21,479181.37523750507,358399.1717044565,610251.7135974362
2014-04-22,432996.46011236636,302148.86799730064,560689.7407927242
2014-04-23,456760.6226710453,342284.7772509442,588440.8992865313
2014-04-24,367982.66968146723,244382.22995148736,492383.94385683356
2014-04-25,442462.976930088,318348.70980728645,568913.1278207164
2014-04-26,628138.5412521705,506446.4352310757,749755.1220076273
2014-04-27,685770.31518998,557168.3341485454,811787.5084921996
2014-04-28,469375.3010895015,339998.5102145859,596430.9857275394
2014-04-29,421970.85489184805,301586.038787079,551326.9532127812
2014-04-30,444827.455069611,312378.9866226075,565047.0563183791
2014-05-01,355471.4574895083,239493.2499911479,478493.33593463176
2014-05-02,429711.4529485734,300093.99722763686,549672.5520211254
2014-05-03,615483.4449468495,486415.94747860765,733181.9298016452
2014-05-04,673538.5653523525,545231.8269534847,802319.3686112625
2014-05-05,457875.78492929484,342739.5548931192,579462.506148922
2014-05-06,411487.0422514919,277093.27837996685,532797.1399026087
2014-05-07,435611.0148319501,320370.1758559565,561174.1970073493
2014-05-08,347737.01725603646,222907.86862284222,474305.3361831372
2014-05-09,423632.60408981814,282366.60676670994,550444.7365382806
2014-05-10,611190.0544122896,482788.54221288994,724282.1055024028
2014-05-11,671115.4146498699,543008.5088876353,799562.5798693716
2014-05-12,457362.5161132264,325641.28839896683,580989.345724408
2014-05-13,412879.3528287378,289473.9599995948,540148.0748391611
2014-05-14,438863.0083046109,315931.25768619514,560776.3857457736
2014-05-15,352764.58515447413,224003.29857849286,476712.2654089759
2014-05-16,430317.68945854995,298069.54312943044,560720.653250564
2014-05-17,619385.6264579168,493256.78025207034,747797.2824557842
2014-05-18,680650.970115565,547991.7942606637,816744.3123240863
2014-05-19,468049.9151482722,339454.764572466,588615.9223613917
2014-05-20,424518.7957185601,290214.9064707483,553664.8907235754
2014-05-21,451248.96426766296,325749.28288904275,582427.5290205879
2014-05-22,365691.4951031357,237314.1279028806,494142.65711222694
2014-05-23,443585.2806664202,321376.50584485213,568074.6867646738
2014-05-24,632803.6977290754,505223.06026822585,761479.9874696791
2014-05-25,694043.5305289171,565150.0510574848,823458.8886896609
2014-05-26,481258.586761066,350462.28112657147,607678.7264860336
2014-05-27,437405.4198210514,308025.9828777369,561352.4941177826
2014-05-28,463697.38076182205,331882.2847316524,585547.8933059521
2014-05-29,377608.49437769403,250558.47199566933,494393.89791237755
2014-05-30,454900.7558679307,325623.84648195654,574815.76514623
2014-05-31,643470.0517127817,510548.5003473242,778795.3787868905
2014-06-01,704034.4151007648,575043.8595574081,827708.3709330063
2014-06-02,490567.0714502371,360218.3869817931,620182.1628753451
2014-06-03,446041.7026754413,322388.7211993821,582219.1309787871
2014-06-04,471686.16422497237,352434.1877602346,601673.2070659241
2014-06-05,384986.15486083104,266870.8276178946,504955.2877201873
2014-06-06,461712.43616204784,338059.3921772927,593376.483334552
2014-06-07,649766.8009895731,522953.860696385,775423.4017374092
2014-06-08,709870.4922161582,582831.1539143078,836677.7985674564
2014-06-09,495997.5140493991,372985.10299853823,625866.0199594393
2014-06-10,451120.24777241936,329189.37069463974,584558.1984411374
2014-06-11,476463.5862437589,343177.81456021173,595105.9481696314
2014-06-12,389509.0653101889,267697.50368880574,517011.5199304229
2014-06-13,466022.5661386828,339208.9572387753,591843.4051945696
2014-06-14,653900.7643720855,530980.8970769392,786886.5141033988
2014-06-15,713860.004703362,590271.1277244227,845792.4327947458
2014-06-16,499870.0219336284,378736.65271695534,627293.5225022065
2014-06-17,454899.9013793406,331975.2003753988,587686.5071077185
2014-06-18,480172.4769998036,353121.6743971289,611060.6894015922
2014-06-19,393168.6330749094,260707.25464852908,531902.9461319331
2014-06-20,469655.07518650655,341080.2387136514,593581.1794304476
2014-06-21,657530.7426027259,538642.1214943923,786123.7883620402
2014-06-22,717515.5414165251,596015.4300302613,843886.632648886
2014-06-23,503583.8248511718,366360.45884812815,622775.502941444
2014-06-24,458710.02333197166,333757.6363477484,582341.6828696126
2014-06-25,484122.6364838862,364725.04498917185,606069.1212877356
2014-06-26,397308.07015927805,273096.2216530698,520420.2351050411
2014-06-27,474037.9049116083,344626.4200885993,588090.6458539634
2014-06-28,662214.7897067455,532097.5819931905,801281.771390871
2014-06-29,722560.6648070315,599938.499450843,849546.7674805189
2014-06-30,509049.76412797143,390585.59942782175,643346.8481426346
2014-07-01,464653.82354568684,340894.4374973938,587358.9588503025
2014-07-02,490595.72973359865,361442.935146111,617673.4227792675
2014-07-03,404353.1128548325,275289.8382259128,530425.0287749665
2014-07-04,481685.4861881035,358470.7429263576,614965.3854068156
2014-07-05,670480.1404811713,544403.2567981133,795552.0290612808
2014-07-06,731440.5050072222,608279.8440746176,858554.5936898508
2014-07-07,518519.4299384526,392976.24683946755,646533.7511591503
2014-07-08,474664.8151845182,336007.4648077762,589506.7223779428
2014-07-09,501073.81374370947,375542.14142648294,628094.8461388545
2014-07-10,415197.10109580134,290873.7776751108,541855.7761501457
2014-07-11,492766.79695449816,363397.1312407919,611563.8766970834
2014-07-12,681643.2258292407,549042.0680067902,812766.6660484681
2014-07-13,742504.2030575126,621727.1627526162,866147.3407736669
2014-07-14,529279.2723582877,401236.13151557493,660323.9329415977
2014-07-15,484896.2891544051,361660.5152391114,603119.7741317442
2014-07-16,510536.54536701774,382210.26464877895,640654.7366793681
2014-07-17,423639.89457149024,297883.29232609784,537478.5071630763
2014-07-18,499933.4318802424,378588.93962555204,620766.4761636576
2014-07-19,687278.8848928451,562561.3888628082,814687.8561577068
2014-07-20,746362.3751271513,631719.9237895395,866264.9829061326
2014-07-21,531128.9526092465,407515.7627215397,650040.6674856604
2014-07-22,484529.27923112345,358473.6856171776,611929.4940639725
2014-07-23,507774.6434661765,384629.8868495167,627115.2607090008
2014-07-24,418341.7583228637,291647.6804291174,534464.1336203422
2014-07-25,492000.8964148938,362567.131980148,617468.1793327049
2014-07-26,676662.5247614289,555096.0225837943,798684.7829416883
2014-07-27,733066.1117636242,608946.5739544776,866283.961785709
2014-07-28,515213.5286318779,382766.0704782982,632912.7955701835
2014-07-29,466114.4466148831,336960.53974615206,582819.057649595
2014-07-30,487039.9439180325,361151.4776454497,608058.3397811222
2014-07-31,395525.81018994673,264688.7321345316,518626.5431312783
2014-08-01,467399.14226111496,344983.9091509401,590134.1742539475
2014-08-02,650623.4361731155,527072.7861002566,772569.1031960503
2014-08-03,705985.8918393978,573329.9761925105,830256.6975692011
2014-08-04,487529.39664380066,357523.8858234235,619269.1457308942
2014-08-05,438296.6322040255,313878.8609665923,561422.8674631965
2014-08-06,459582.5585673229,332275.03365421115,593646.7957748589
2014-08-07,368936.800367403,246666.00296786567,489417.89204978774
2014-08-08,442189.5603173281,313273.4482717216,579380.3907713207
2014-08-09,627296.2908010217,491384.6183758777,753798.8993510823
2014-08-10,685024.8587250209,558658.2842383643,808245.5208191426
2014-08-11,469387.6811584423,335240.352909264,591354.4240020479
2014-08-12,423386.27913124836,297498.5778371032,545501.0671877692
2014-08-13,448264.49861349945,318466.6700810373,566724.284674155
2014-08-14,361511.9096111451,224953.72071488487,477887.8137676135
2014-08-15,438890.9869866102,311014.41678666626,555733.3161786742
2014-08-16,628283.2743477072,492616.75264884677,755902.137120301
2014-08-17,690378.2297717895,555865.4074016233,814785.1028770504
2014-08-18,479052.44918160717,365836.206480945,618879.4661372724
2014-08-19,437280.36390315526,311538.723159853,559590.1516246595
2014-08-20,466225.21751661936,337120.91145451623,602496.357625203
2014-08-21,383299.1727646896,262139.46642141748,510660.8705319258
2014-08-22,464192.40180357953,339263.2158468017,589413.9061715738
2014-08-23,656721.0474329294,531619.9104077907,780128.599478715
2014-08-24,721517.7034803686,601567.8107273158,842340.999614213
2014-08-25,512466.8027305821,385089.6493256268,624465.862477056
2014-08-26,472452.2710259829,344943.8228305971,599499.5005646315
2014-08-27,502613.61076354433,375907.15195088246,628806.4817662843
2014-08-28,420351.84437248926,294363.23402781057,546011.0764376993
2014-08-29,501358.8488823678,374096.6449142231,627141.2828534712
2014-08-30,693465.2204418395,555980.3780230609,819941.2156337406
2014-08-31,757330.3170581174,626296.1118368725,876885.2912092856
2014-09-01,546876.8777127434,410153.54961122293,670789.2688006391
2014-09-02,505037.5957707681,363854.1138186188,630180.1877485677
2014-09-03,533009.8382390348,403381.480257389,666036.1380076172
2014-09-04,448259.9781289842,318973.561544109,581093.8623140481
2014-09-05,526550.915063804,404665.2262794438,652908.8832091503
2014-09-06,715787.9731798997,591017.8927591072,839614.0481090336
2014-09-07,776706.8795270744,645505.6389055183,910167.6827185838
2014-09-08,563306.2793126049,445382.96659070806,690179.66910967
2014-09-09,518592.22559776943,392837.34165190335,636140.6749281941
2014-09-10,543830.894568251,418662.7584431481,672889.6159959493
2014-09-11,456551.05127738393,325508.4662532042,584750.6570914905
2014-09-12,532569.8950446408,403857.56331458385,658665.5741670099
2014-09-13,719837.5223977971,601645.9851887156,847073.2149033396
2014-09-14,779123.7529226025,653260.1613251894,908844.5549408126
2014-09-15,564449.808544674,409976.10437488894,688824.1370331343
2014-09-16,518832.30899723514,388404.96069310233,647312.559866808
2014-09-17,543535.8498962802,418460.86464072677,679591.4135921601
2014-09-18,456075.6932207414,337273.9072197331,585331.6347540673
2014-09-19,532244.1936794345,407976.6331581823,655493.1536450754
2014-09-20,719956.1826108242,595581.0285731229,852674.9370103565
2014-09-21,779937.028393498,648806.0813721718,904327.7944259093
2014-09-22,566155.8280450264,431300.9634413762,690222.1976039391
2014-09-23,521571.148464276,392883.03557460784,643907.3891350899
2014-09-24,547385.5321782733,424275.64023034176,673632.5708287065
2014-09-25,461050.24006941065,336020.5325419963,600622.569596211
2014-09-26,538293.7931253667,409711.1181760273,669511.5843499571
2014-09-27,726969.4710585464,592289.3138267704,846042.1987041091
2014-09-28,787745.4225178461,660075.7367016741,911644.2200364092
2014-09-29,574539.7787533639,451352.63874901074,697272.7807033702
2014-09-30,530268.1296687413,404646.43415201287,656161.5026908983
2014-10-01,556099.5227369484,427580.85601853236,684520.3352584575
2014-10-02,469462.4096464119,340482.35448404955,600090.4664594712
2014-10-03,546074.0633712648,415163.8005803264,664282.8452504458
2014-10-04,733788.5937005836,609561.491658669,864790.9121663225
2014-10-05,793287.1966303722,661761.4520207004,917790.6326538487
2014-10-06,578513.0213670937,451785.0955146233,708036.539595954
2014-10-07,532418.0173045,415886.0313269602,663768.2539515255
2014-10-08,556217.9364807227,431978.8768503982,677440.3194063425
2014-10-09,467396.9426392637,344541.5440371492,600823.5726052424
2014-10-10,541735.3864831473,414683.17654098134,663003.5397771273
2014-10-11,726789.1672784246,586038.777795636,850008.7033584218
2014-10-12,783678.1429869013,656955.0561099125,904249.8605139442
2014-10-13,566418.4905574303,446904.80279554427,698460.7162395314
2014-10-14,518033.98931690154,399083.8105125378,641593.7277475544
2014-10-15,539808.7009695021,410852.6259089715,666166.7987447967
2014-10-16,449289.322747885,325042.3165105761,575788.7636269078
2014-10-17,522310.84333809477,395599.172033021,646050.9705578247
2014-10-18,706840.7430861905,578749.2422118416,831554.6619519853
2014-10-19,763665.4906230101,635426.0719689515,890179.7303967156
2014-10-20,546821.8361975803,423810.16159812314,680408.4199694344
2014-10-21,499340.37698453665,371710.59487831016,629077.6239004851
2014-10-22,522497.67567726865,405098.57475440326,651867.6599614524
2014-10-23,433818.4790317389,310425.63389804476,557017.0853785052
2014-10-24,509101.67814951506,380640.0040534787,639531.3138362919
2014-10-25,696265.2513444073,566053.9505528932,822682.5288500055
2014-10-26,756033.9280321746,624736.4006277773,873203.5386846681
2014-10-27,542372.0474290367,411633.7447233637,678032.9412555404
2014-10-28,498229.04857981723,366776.893620087,615552.3523337285
2014-10-29,524793.8230040993,400626.4689608439,658196.4352043261
2014-10-30,439499.41659251065,320639.66270580573,567894.6948789394
2014-10-31,518051.6541107711,400167.9603725539,649626.4832414903
2014-11-01,708276.852170377,584561.0146077375,830618.4145889567
2014-11-02,770812.2796533762,642173.75422785,891607.4485614891
2014-11-03,559541.7576787788,425494.26176784426,684314.1044764312
2014-11-04,517343.7540234168,395993.8294292745,639594.7077663963
2014-11-05,545348.1241201246,424218.24034319737,673082.463330827
2014-11-06,460942.9108582868,335607.24051219673,578709.990481348
2014-11-07,539804.7091240375,419426.5381170629,669548.3151839875
2014-11-08,729747.7025295075,599747.2532783627,860189.6834545835
2014-11-09,791414.9837648494,667189.1036701476,919064.8827382674
2014-11-10,578714.515458246,454613.52697158366,699290.7548100675
2014-11-11,534567.0648523396,414440.69959795556,655880.8428416392
2014-11-12,560162.2571959657,423556.08092340606,677887.6434771154
2014-11-13,472964.16771418473,350362.34749680577,595771.717318541
2014-11-14,548739.9805732969,421463.0992546189,676453.093696137
2014-11-15,735406.8592516808,616169.917630169,865645.3599315961
2014-11-16,793720.690338954,675066.3289212888,919740.8108152073
2014-11-17,577709.1207092521,441586.1948512757,702981.5347279113
2014-11-18,530416.2952787686,404666.7389062017,655959.0491832338
2014-11-19,553155.5231470376,427569.29669172433,686264.0242429691
2014-11-20,463511.3816745967,331068.9508562262,595707.8431915886
2014-11-21,537364.8810180897,405151.4113827983,666223.6505391354
2014-11-22,722736.9294974344,606335.7350795502,851713.0723182299
2014-11-23,780473.8570383125,647646.6834230218,914267.7236384742
2014-11-24,564677.5084320244,433246.49698787235,694941.6658974263
2014-11-25,518447.39946779027,397551.4875716388,645581.2692557822
2014-11-26,543131.2411498083,416101.34324770357,664332.247458681
2014-11-27,456325.4083056523,329056.97534304974,582424.932426369
2014-11-28,533899.0292479467,402850.5233951237,650965.7165762319
2014-11-29,723836.9767182361,598593.2202344692,856152.8319302107
2014-11-30,786925.5416761667,660076.9282376965,917463.2760049462
2014-12-01,577183.3095766817,452981.84222176165,693908.7990506932
2014-12-02,537604.7232905898,409476.45074449835,673647.3066073604
2014-12-03,569412.6121580027,438735.6295831961,698901.5473637873
2014-12-04,490061.2214172791,368182.3754925576,611839.2456851212
2014-12-05,575263.361680512,453911.30506154225,699906.1998269896
2014-12-06,772836.8865826408,646810.6667061452,897309.88622979
2014-12-07,843394.1973411513,720064.8082256316,975311.1211668287
2014-12-08,640777.1997984914,509666.1348909504,765131.2208687497
2014-12-09,607805.0967393965,480075.4352109231,730349.6874859168
2014-12-10,645531.1884600502,514625.1469445251,766358.7681375567
2014-12-11,571250.1070672408,448045.842244539,686040.280840748
2014-12-12,660528.9955284719,535985.6193016435,787620.0558377146
2014-12-13,861057.7355176009,729437.2378642225,991612.3342916
2014-12-14,933341.8234366127,811216.044291595,1062602.44237932
2014-12-15,731140.2308608121,597188.2329171038,856841.6487004412
2014-12-16,697215.5537514691,570336.1414612521,826910.5912592086
2014-12-17,732592.5585195619,604308.4053903264,865703.0675258923
2014-12-18,654566.500803087,527739.442975878,783205.6760688067
2014-12-19,738734.6950315555,618154.1396093096,870111.3260923431
2014-12-20,932846.423526331,796638.7796876638,1059428.582233669
2014-12-21,997494.7873427651,864906.680183574,1121101.2113243155
2014-12-22,786552.856094979,655194.3532494261,911400.9963636803
2014-12-23,742921.4597649608,620703.9357700393,866836.7955701257
2014-12-24,767784.7860005477,643465.8031063079,894254.5498311359
2014-12-26,751201.0560433787,623424.3294107738,886370.7590375462
2014-12-27,933492.0651738845,806217.9512084316,1056426.946252679
2014-12-28,986286.95912383,857911.6431015305,1118223.479416931
2014-12-29,763664.885316227,632205.8537971155,886847.6783489833
2014-12-30,708728.6100589943,585214.3960849611,837587.9921015938
2014-12-31,722855.6012961966,595496.2072736186,848101.5408306639
2015-01-02,687209.2015557265,560764.0577899356,812145.2626867836
2015-01-03,861480.1717341617,723388.6226082604,983901.8319962766
2015-01-04,907429.5543516523,778137.3337624506,1027822.4663839516
2015-01-05,679229.8495834083,558243.0941373032,807448.9618351244
2015-01-06,620049.3369324767,495637.985128157,741148.2557876735
2015-01-07,631302.0106766761,502378.87265906844,756331.6876748013
2015-01-08,530647.6900370509,417190.0322859687,653776.023554565
2015-01-09,594015.9793998408,469859.47467114875,723374.5068282117
2015-01-10,769449.34932276,641787.6448397128,895169.3137060339
2015-01-11,817789.102613792,698064.6692455675,944507.2478808925
2015-01-12,593106.7207823935,461646.51196716353,722874.9957796178
2015-01-13,538448.0443870375,407261.7708510221,665272.7029070023
2015-01-14,555086.5310472042,433061.08783052565,676093.9676899549
2015-01-15,460527.08570755395,332413.7199685323,588559.326759894
2015-01-16,530534.0401858537,398591.51005271694,661553.756661
2015-01-17,712978.447434369,593600.3947698676,838718.3887147127
2015-01-18,768528.345362589,645737.7265039895,892438.5271251093
2015-01-19,551084.3747905344,429712.84867879393,673893.8296201763
2015-01-20,503528.096036211,380424.5523761493,630139.6581557416
2015-01-21,526979.1433717344,399583.2916264432,646676.622880891
2015-01-22,438802.6147079696,321670.44048331294,559983.3516975107
2015-01-23,514640.1860491367,396327.6538555831,638176.2297309564
2015-01-24,702260.040705887,584555.81167951,829999.5305253667
2015-01-25,762249.2065563427,634733.0306488583,889202.6571944339
2015-01-26,548450.6398361003,415540.52059892064,679440.8602824691
2015-01-27,503712.3703556537,375178.82756796264,635024.5420152238
2015-01-28,529144.834972588,406546.17053473234,655486.6595476826
2015-01-29,442250.17955622164,307461.56940582505,575884.1584322015
2015-01-30,518585.151071138,383631.037122356,633902.8793398532
2015-01-31,705976.4877547161,581627.0207962645,827050.0833186156
2015-02-01,765088.6742825713,648950.7500176926,904595.1420574167
2015-02-02,549858.3571466415,426208.8115501736,679231.3740295542
2015-02-03,503240.4356353069,375475.0271092896,633993.01154584
2015-02-04,526462.043067123,391812.9162023306,657321.4810548213
2015-02-05,437025.91526282066,309630.4983519354,564420.591237242
2015-02-06,510736.75675267726,383021.75709195423,646264.5014348147
2015-02-07,695545.8334922013,572762.386470172,816420.6713675783
2015-02-08,752237.5380954507,628719.2776844547,872997.5485740767
2015-02-09,534860.4284394328,410496.95521651395,661220.1279257482
2015-02-10,486470.2221114253,354644.58729462174,610994.5261290284
2015-02-11,508381.041698072,382453.9120396908,632039.5287746276
2015-02-12,418166.4774312184,294483.68609125586,541239.7609822542
2015-02-13,491684.13459817314,357988.635465524,620555.1143288413
2015-02-14,676918.9374178346,559166.5752384235,793761.4967520208
2015-02-15,734668.9632899954,600055.3839747091,851103.8947251688
2015-02-16,518976.32058925915,395921.2201043893,648698.395540879
2015-02-17,472870.5490379159,344115.1736698066,597891.3737345476
2015-02-18,497620.81874975684,368760.4283352901,619407.7802239349
2015-02-19,410738.4607943811,284631.30167562515,538613.5148780867
2015-02-20,488003.4493618904,361888.03305923805,612921.6347353741
2015-02-21,677310.04768299,545590.0945558955,805965.4970771692
2015-02-22,739355.3216739602,606004.0449787233,861263.980515059
2015-02-23,528072.9561453386,402157.95412799367,650173.0538084501
2015-02-24,486379.7681727926,368014.5068583679,619812.7020708314
2015-02-25,515431.1055676232,394323.6897352027,644884.7637577232
2015-02-26,432626.57389987685,318176.5155069453,561626.2754152813
2015-02-27,513639.6239828081,388939.4788693815,638486.8134508162
2015-02-28,706266.1274601734,572504.442737796,824028.0957320299
2015-03-01,771115.5658753321,644098.2185823311,891862.8595574418
2015-03-02,562047.1974969395,429550.98769566556,695546.8086514847
2015-03-03,521918.53580141196,393913.95207154774,650928.0393739808
2015-03-04,551842.2782730539,426324.1459558518,676735.1565049221
2015-03-05,469193.09231363196,347354.3794503797,602753.0088629952
2015-03-06,549637.7669979206,430411.3793661287,675096.257402965
2015-03-07,740983.8490721079,605981.2041179695,876037.8847154895
2015-03-08,803870.3933436539,677534.2803869573,918793.1032970042
2015-03-09,592203.2101732232,465598.81136838184,711873.5088535426
2015-03-10,548901.9754311679,424212.76808996825,674736.6044138966
2015-03-11,575155.3849317445,445986.7661906136,698566.4864635173
2015-03-12,488425.81410518684,368831.8951909339,616832.9650536615
2015-03-13,564477.054510139,439479.15098103316,692313.6724300811
2015-03-14,751220.3155291036,628340.8715703075,879199.5452839229
2015-03-15,809402.1963428301,684035.9538036216,931317.3184150578
2015-03-16,593037.0887275793,471331.20573097264,724135.9530633985
2015-03-17,545151.4545139878,415487.0417785134,676215.8295668239
2015-03-18,567036.2366942794,439925.2382451795,691731.306580747
2015-03-19,476248.9382612825,356724.0386693252,609036.3902771028
2015-03-20,548639.0080924598,420943.25264688575,681604.7246478372
2015-03-21,732191.7825121037,599989.3378795066,860329.1079932562
2015-03-22,787714.7389516865,663225.8436362222,916927.6178505734
2015-03-23,569984.901828376,442678.8295362651,695784.5372502313
2015-03-24,521343.18171349744,393101.9674771608,649043.0514303704
2015-03-25,543095.309897988,414987.03388607735,663400.4462462701
2015-03-26,452797.5230002176,321469.44675815105,573710.3872681124
2015-03-27,526282.3231394409,399438.32530724246,663459.2151779516
2015-03-28,711503.2056236528,579952.6357772285,842422.9418809391
2015-03-29,769222.0813815111,651515.0198729546,889862.5295088907
2015-03-30,553441.856486425,428323.3258500848,675884.7380207905
2015-03-31,507151.59444148437,378762.60634716117,638336.7569649452
2015-04-01,531580.48287224,404142.51437997347,664525.0247170372
2015-04-02,444202.0836119851,318272.6940581376,566768.172634496
2015-04-03,520762.43447648437,388412.07314241416,646225.915814639
2015-04-04,709127.1666956772,571643.3443909474,831442.9021802387
2015-04-05,769971.2987170974,649131.0730750512,900536.7044076164
2015-04-06,557214.1041413121,424856.35278760013,684435.7967118766
2015-04-07,513766.4184862928,386386.6940850706,638951.3690299023
2015-04-08,540786.5508112322,422415.6552062495,666162.6778340347
2015-04-09,455686.2303156817,323892.79956852365,584972.5728597767
2015-04-10,534160.1153630094,411221.6343931466,658316.8670178836
2015-04-11,724033.997055231,592318.8526205919,850955.3874944731
2015-04-12,785955.3359411875,654350.4839313544,902910.9028129164
2015-04-13,573828.5176277667,449386.7895484435,689756.3490303801
2015-04-14,530562.1902485354,405078.7018695926,665729.5856953808
2015-04-15,557324.8581638758,440983.9906776432,682200.6942574409
2015-04-16,471550.1799673422,345468.571429527,601329.3201679571
2015-04-17,548965.5250897347,425585.4187879812,677096.6507869249
2015-04-18,737438.9558860089,614995.8435958928,861095.6181526355
2015-04-19,797668.3152915912,679469.0773323695,925356.5034932147
2015-04-20,583614.8526909814,452862.39481565706,701599.5869713593
2015-04-21,538248.8017507897,412837.5806938423,666244.927807388
2015-04-22,562803.1377418329,446202.30491797114,691524.0963577218
2015-04-23,474777.0163168269,350134.56126665045,608164.8833201868
2015-04-24,549962.5011357984,425072.3243795672,676102.3165790181
2015-04-25,736289.7979707303,602119.52793452,869458.3258293865
2015-04-26,794514.7223705412,678949.2542194816,930491.9771171113
2015-04-27,578650.8755085012,446518.42090512573,702791.8017755321
2015-04-28,531713.9778146605,404547.0303094361,646797.1482097295
2015-04-29,554974.6167667106,430105.2123321411,677604.1885729613
2015-04-30,465960.9319833316,335291.845996721,588027.2044166519
2015-05-01,540484.8581120223,415284.5337093256,666358.7286578709
2015-05-02,726487.1479916503,601174.7205434092,845134.0751037142
2015-05-03,784724.8998556102,653577.4068610114,912808.1753300142
2015-05-04,569204.0520534836,445924.4525946309,697288.0599099628
2015-05-05,522924.2764615947,398064.90349947277,644786.6449369639
2015-05-06,547132.5020095352,417593.40292791603,676470.5208999538
2015-05-07,459326.56093695096,334711.98856383533,590536.1119756161
2015-05-08,535282.5432384312,404972.48398945597,662783.7487590614
2015-05-09,722901.0434428192,597287.7131351923,850687.7581993956
2015-05-10,782895.9831120035,660047.7119347599,914609.2398786148
2015-05-11,569228.4314009838,445743.5051778954,702347.794976572
2015-05-12,524852.8142423799,399177.16401439026,635600.6704008369
2015-05-13,550971.7047456015,422823.18431993533,677076.2492855479
2015-05-14,465040.6514748154,335861.76674424723,582793.3462768123
2015-05-15,542796.5980559458,410925.0291861433,664209.854682947
2015-05-16,732105.0510213543,601889.3902376582,851192.4117548501
2015-05-17,793649.6576922496,665565.4942754759,920763.9218381761
2015-05-18,581366.6004737623,453355.1631470471,704655.4612220965
2015-05-19,538191.1890045042,409645.0717097265,661746.179179963
2015-05-20,565312.8396058264,449041.30912423506,695574.6284942
2015-05-21,480179.9020440241,345014.368248249,605952.3465375566
2015-05-22,558527.8963229667,431612.844349956,692214.7609842828
2015-05-23,748226.3312036813,618386.3358948419,866554.3189350765
2015-05-24,809967.7857030506,683778.749666058,944240.3180436473
2015-05-25,597701.6838061875,462383.0241138122,728248.3855608332
2015-05-26,554380.1702728069,420934.6541796887,678705.8040217407
2015-05-27,581212.3059377832,456409.0236630451,709749.1648158293
2015-05-28,495668.0723900142,368294.9464872457,619975.5439915737
2015-05-29,573505.7786741152,450126.9006162833,701211.3277217577
2015-05-30,762618.0706607911,634739.5988944513,888952.7973214377
2015-05-31,823720.2513319587,700871.970477954,952289.3394695619
2015-06-01,610783.3663913192,477929.4159036525,734851.4397328354
2015-06-02,566779.4836741209,438535.211278721,695997.4857578502
2015-06-03,592935.401175683,464467.1712469475,718809.8268460637
2015-06-04,506736.28532320156,381107.2378829813,632123.0697119937
2015-06-05,583952.8389771179,460416.7158669702,718703.5587943777
2015-06-06,772487.2015762008,653230.6068474994,892806.1947988031
2015-06-07,833061.2864976958,701489.691280327,953452.9152799912
2015-06-08,619650.0021263062,490453.92251175956,746230.0213847667
2015-06-09,575226.7728889093,449433.5254118663,702489.5749502277
2015-06-10,601017.5790868262,468747.35802533774,724759.6920259352
2015-06-11,514504.9981068645,390670.6367197175,632022.5408815602
2015-06-12,591455.8251387503,466644.96733225527,717549.4951138602
2015-06-13,779767.4530385903,650663.4126940554,906552.4826726303
2015-06-14,840156.6930854305,705882.0266108811,961510.8466621712
2015-06-15,626593.4601646223,506870.23426689074,744794.0953127574
2015-06-16,582046.7169519934,459206.5380950676,717936.1031559388
2015-06-17,607738.8762996774,479318.45178666996,734891.7550630505
2015-06-18,521150.12764612393,388052.2111164471,650211.0546886317
2015-06-19,598046.2522755382,472693.46856197546,722393.2862532714
2015-06-20,786325.097770758,664353.2921856028,911027.0753787467
2015-06-21,846705.3884605216,716132.304791671,972909.9233598082
2015-06-22,633160.2950112342,499026.5486858098,758529.720587082
2015-06-23,588663.1619410517,458928.9345065724,714489.761459391
2015-06-24,614441.6009246456,489441.9518177927,742861.9488660673
2015-06-25,527981.4285236462,405339.4666869551,663361.7610121787
2015-06-26,605054.0296869166,479685.0519623435,724595.4904379989
2015-06-27,793562.3369705766,662226.099392233,912873.0481205501
2015-06-28,854229.124275322,733100.2354470174,979857.2195428635
2015-06-29,641030.0618056104,521881.2372566267,765563.1024531061
2015-06-30,596938.9552726706,472568.6444707757,723327.4553498381
2015-07-01,623181.401219331,493577.44795491645,747804.0275575093
2015-07-02,537238.3599450348,408887.74909118103,665643.3703483841
